id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;activo;URL
52413391;CASA;430000;2023-09-28;INMOBILIARIA;610.0;330.0;4.0;3.0;2.0;SANTINA NORTE;CORDOBA;-31.3681683;-64.27628120000001;True;https://www.zonaprop.com.ar/propiedades/santina-norte-excel-propiedad-3dorm-playroom-o-4-52413391.html
52406318;DEPARTAMENTO;160000;2023-09-27;INMOBILIARIA;80.0;69.0;2.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4250827;-64.17775019999999;True;https://www.zonaprop.com.ar/propiedades/2-dorm.-con-vista-al-parque-sarmiento!-52406318.html
52407847;DEPARTAMENTO;140000;2023-09-27;INMOBILIARIA;5000.0;50.0;-1.0;-1.0;-1.0;VENETO VILLAGE;VILLA PARQUE SIQUIMAN;-31.3444164;-64.475171;True;https://www.zonaprop.com.ar/propiedades/ref-542-excelente-departamento-en-venta-en-complejo-52407847.html
52412926;DEPARTAMENTO;45000;2023-09-28;INMOBILIARIA;-1.0;-1.0;2.0;1.0;1.0;JARDIN;CORDOBA;-31.4523379;-64.1728713;True;https://www.zonaprop.com.ar/propiedades/departamento-jardin-52412926.html
52379689;TERRENOS;35000;2023-09-22;INMOBILIARIA;3872.0;3872.0;-1.0;-1.0;-1.0;TERRENO EN VILLA DE LAS ROSAS - 3872 M2 - TODOS LOS SERVICIOS - ESCRITURA;VILLA DE LAS ROSAS;-31.95058644666807;-65.047789;True;https://www.zonaprop.com.ar/propiedades/terreno-en-villa-de-las-rosas-3872-m-sup2--todos-52379689.html
52401671;CASA;99990;2023-09-27;INMOBILIARIA;102.0;92.0;2.0;2.0;1.0;VENTA DUPLEX LA CALANDRIA HOUSING FRENTE PLAZA;CORDOBA;-31.49616466294;-64.187815189362;True;https://www.zonaprop.com.ar/propiedades/venta-duplex-la-calandria-housing-frente-plaza-52401671.html
52386419;DEPARTAMENTO;43500;2023-09-23;INMOBILIARIA;60.0;40.0;1.0;1.0;-1.0;ALTO ALBERDI;CORDOBA;-31.4102607;-64.2102851;True;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-de-un-dormitorio-zona-nvo-centro-52386419.html
52388310;DEPARTAMENTO;90000;2023-09-23;PARTICULAR;95.0;90.0;2.0;2.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4301248;-64.1885619;True;https://www.zonaprop.com.ar/propiedades/vendo-hermoso-depto-en-nueva-cordoba-52388310.html
52392204;CASA;115000;2023-09-23;INMOBILIARIA;675.0;150.0;3.0;2.0;3.0;EL TALAR;MENDIOLAZA;-31.2686776;-64.2995018;True;https://www.zonaprop.com.ar/propiedades/mendiolaza-el-talar-casa-en-venta-de-3-dorm-piscina-52392204.html
52402670;DEPARTAMENTO;64000;2023-09-27;INMOBILIARIA;49.0;45.0;1.0;1.0;-1.0;GENERAL PAZ;CORDOBA;-31.4136836;-64.1652688;True;https://www.zonaprop.com.ar/propiedades/magna-10-deptos.-de-1-dorm.-en-general-paz-52402670.html
52396784;DEPARTAMENTO;97000;2023-09-26;INMOBILIARIA;150.0;130.0;3.0;3.0;-1.0;MANANTIALES;CORDOBA;-31.4673562;-64.258919;True;https://www.zonaprop.com.ar/propiedades/solares-de-manantiales-3-dormi-3-banos-calidad-52396784.html
52409122;DEPARTAMENTO;70000;2023-09-28;INMOBILIARIA;-1.0;48.0;-1.0;-1.0;-1.0;CENTRO;LA FALDA;;;True;https://www.zonaprop.com.ar/propiedades/departamento-a-estrenar-en-la-falda-cordoba-52409122.html
52388673;CASA;200000;2023-09-23;INMOBILIARIA;200.0;200.0;3.0;3.0;2.0;SE VENDE CASA CON PILETA - SIERRAS DE CORDOBA;SAN ANTONIO DE ARREDONDO;-31.4760076;-64.5297606;True;https://www.zonaprop.com.ar/propiedades/se-vende-casa-con-pileta-sierras-de-cordoba-52388673.html
52379745;TERRENOS;100000;2023-09-22;INMOBILIARIA;440.0;440.0;-1.0;-1.0;-1.0;OBSERVATORIO;CORDOBA;-31.4287037;-64.1997361;True;https://www.zonaprop.com.ar/propiedades/venta-de-terreno-av-julio-a-roca-al-600-apto-52379745.html
52408851;CASA;184900;2023-09-28;INMOBILIARIA;239.0;239.0;3.0;2.0;1.0;VENTA CASA 3 DORM. B EL DESCANSO ANISACATE;ANISACATE;-31.727072086235;-64.412166848669;True;https://www.zonaprop.com.ar/propiedades/venta-casa-3-dorm.-b-el-descanso-anisacate-52408851.html
